,url,delegacion,colonia,antiguedad,superficie construida en m2,precio total en pesos,precio de m2,precio mediano de m2 de la colonia,precio mediano de m2 de la colonia (nuevos),precio mediano de m2 de la colonia (usados),delta,semaforo
15675, http://departamento.metroscubicos.com/MLM-575606577-inmueble-de-remate-bancarioprecios-sujetos-a-cambio-sin-previo-avisounicamente-contado-no-creditos-easybroker-id-eb-ap2107-_JM,Benito Jurez,PIEDAD NARVARTE,20,116,3120000.0,26896.55172413793,40084.08163265306,44534.55284552845,30973.451327433628,-13.162561576354678,naranja
15700, http://departamento.metroscubicos.com/MLM-575626439-departamento-nuevo-en-av-santa-fe-_JM,lvaro Obregn,MARIA G DE GARCIA RUIZ,no_age_info,152,9120000.0,60000.0,60952.380952380954,61904.76190476191,,-1.5625000000000029,amarillo
15703, http://departamento.metroscubicos.com/MLM-575633294-dentro-de-un-fraccionamiento-con-doble-vigilancia-_JM,Tlalpan,ZONA RUSTICA,no_age_info,81,1990000.0,24567.9012345679,24567.9012345679,,27529.069767441862,0.0,amarillo
15769, http://departamento.metroscubicos.com/MLM-575652033-nogales-_JM,Benito Jurez,PIEDAD NARVARTE,40,132,4500000.0,34090.90909090909,48191.98508853681,50545.7097736445,38155.253837072014,-10.652123462520303,naranja
16716, http://departamento.metroscubicos.com/MLM-575717311-75012-departamento-en-venta-en-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,243,10285000.0,42325.102880658436,102333.71739130435,109386.17924528301,72680.55555555556,-58.64011983575713,subvaluado
16733, http://departamento.metroscubicos.com/MLM-575724607-departamento-en-preventa-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,200,21280600.0,106403.0,96962.96296296296,96881.48148148149,85131.17283950618,9.735714285714284,amarillo
16743, http://departamento.metroscubicos.com/MLM-575732390-departamento-con-excelente-ubicacion-_JM,Benito Jurez,MERCED GOMEZ,11,112,3500000.0,31250.0,37654.86725663717,40000.0,23096.264367816093,35.303265940902016,sobrevaluado
16869, http://departamento.metroscubicos.com/MLM-575744895-departamento-en-venta-en-cuajimalpa-el-contadero-_JM,Cuajimalpa de Morelos,ZONA RUSTICA,no_age_info,90,4500000.0,50000.0,40421.07692307692,40402.846153846156,,23.69784232902104,sobrevaluado
17243, http://departamento.metroscubicos.com/MLM-575756802-propiedad-en-venta-_JM,Cuauhtmoc,VALLEJO PONIENTE,35,64,1100000.0,17187.5,17187.5,,17187.5,0.0,amarillo
17410, http://departamento.metroscubicos.com/MLM-575758282-lindo-departamento-_JM,Iztapalapa,Ampl. EL SANTUARIO,25,48,1000000.0,20833.333333333332,15377.604166666666,,15377.604166666666,35.47840812870449,sobrevaluado
17433, http://departamento.metroscubicos.com/MLM-575758432-departamento-recien-remodelado-_JM,Iztapalapa,SAN NICOLAS TOLENTINO,30,60,1250000.0,20833.333333333332,19861.11111111111,,20833.333333333332,0.0,amarillo
17665, http://departamento.metroscubicos.com/MLM-575759236-san-pedro-de-los-pinos-vendo-sensacional-departamento-_JM,Benito Jurez,ESCANDON I SECCION,7,94,3300000.0,35106.382978723406,40619.427099236644,42172.41379310345,18062.5,94.36059780608113,sobrevaluado
18152, http://departamento.metroscubicos.com/MLM-575761654-en-8vo-piso-a-un-paso-de-metros-portales-y-nativitas-_JM,Benito Jurez,SAN SIMON TICUMAC,25,111,2900000.0,26126.126126126128,33593.75,33692.307692307695,28222.637531148168,-7.4284744035996155,amarillo
18511, http://departamento.metroscubicos.com/MLM-575766572-excelente-departamento-_JM,Miguel Hidalgo,ZONA RUSTICA,50,210,4200000.0,20000.0,79475.0,79475.0,56190.14013509426,-64.40656678927066,subvaluado
18737, http://departamento.metroscubicos.com/MLM-575767650-excelente-departamento-muy-bien-ubicado-_JM,Miguel Hidalgo,DEPORTIVO PENSIL,11,49,1275000.0,26020.408163265307,17734.342012667137,,26020.408163265307,0.0,amarillo
18820, http://departamento.metroscubicos.com/MLM-575771436-bonito-departamento-ph-con-agradable-vista-panoramica-en-dos-pisos-y-balcon-muy-amplio-mide-440-m2-en-planta-baja-y-165-de-terraza-excelente-iluminacion-y-ubicacion-el-piso-es-marmolado-algunos-a-_JM,Miguel Hidalgo,SAN GABRIEL,15,605,15521000.0,25654.545454545456,44620.25316455696,46853.146853146856,42075.0,-39.02662993572084,verde
18956, http://departamento.metroscubicos.com/MLM-575771782-departamento-en-excelente-ubicacion-_JM,Miguel Hidalgo,LOS MANZANOS,50,172,9250000.0,53779.06976744186,61674.00881057269,72727.27272727272,51485.857500895094,4.454062489892299,amarillo
19621, http://departamento.metroscubicos.com/MLM-575777556-exclusivo-departamento-en-el-servilletero-unico-por-sus-finos-acabados-la-mejor-vista-muy-iluminado-comoda-distribucion-actualmente-tiene-2-recamaras-en-la-principal-hicieron-un-family-muy-padr-_JM,Miguel Hidalgo,SAN GABRIEL,20,359,17765000.0,49484.679665738164,44620.25316455696,46853.146853146856,42075.0,17.61064685855773,sobrevaluado
19623, http://departamento.metroscubicos.com/MLM-575777567-exclusivo-departamento-en-el-servilletero-unico-por-sus-finos-acabados-la-mejor-vista-muy-iluminado-comoda-distribucion-actualmente-tiene-2-recamaras-en-la-principal-hicieron-un-family-muy-padr-_JM,Miguel Hidalgo,SAN GABRIEL,20,359,17765000.0,49484.679665738164,44620.25316455696,46853.146853146856,42075.0,17.61064685855773,sobrevaluado
19688, http://departamento.metroscubicos.com/MLM-575900036-excelente-ubicacion-agricola-oriental-_JM,Iztapalapa,REAL DEL MORAL,29,63,1350000.0,21428.571428571428,20076.923076923078,18750.0,21428.571428571428,0.0,amarillo
19692, http://departamento.metroscubicos.com/MLM-575905881-lindo-departamento-con-terrazas-en-la-loma-de-santa-fe-_JM,lvaro Obregn,SAN GABRIEL,18,220,10700000.0,48636.36363636364,54642.857142857145,53553.6231884058,52694.69607754325,-7.701595688506382,amarillo
19693, http://departamento.metroscubicos.com/MLM-575913703-penthouse-en-tehuantepec-_JM,Benito Jurez,PIEDAD NARVARTE,no_age_info,238,7500000.0,31512.605042016807,48191.98508853681,50545.7097736445,38155.253837072014,-34.61027806984328,verde
19695, http://departamento.metroscubicos.com/MLM-575914575-venta-departamento-lomas-de-vista-hermosa-_JM,lvaro Obregn,SAN GABRIEL,6,220,9600000.0,43636.36363636364,55621.84107042541,52307.692307692305,43636.36363636364,0.0,amarillo
19703, http://departamento.metroscubicos.com/MLM-575919489-estrena-departamento-en-residencial-stampa-_JM,Cuajimalpa de Morelos,ZONA RUSTICA,no_age_info,60,3300000.0,55000.0,55000.0,55986.69623059867,,0.0,amarillo
19892, http://departamento.metroscubicos.com/MLM-576017165-estrena-departamento-en-residencial-stampa-_JM,Cuajimalpa de Morelos,ZONA RUSTICA,no_age_info,80,3700000.0,46250.0,55000.0,55986.69623059867,,-15.909090909090908,naranja
19893, http://departamento.metroscubicos.com/MLM-576028106-estrena-departamento-en-residencial-stampa-_JM,Cuajimalpa de Morelos,ZONA RUSTICA,no_age_info,120,5100000.0,42500.0,55000.0,55986.69623059867,,-22.727272727272727,verde
19895, http://departamento.metroscubicos.com/MLM-576032340-penthouse-en-tehuantepec--_JM,Benito Jurez,PIEDAD NARVARTE,no_age_info,212,7500000.0,35377.35849056604,48191.98508853681,50545.7097736445,38155.253837072014,-26.5907838708618,verde
19896, http://departamento.metroscubicos.com/MLM-576036084-departamento-en-venta-en-colonia-narvarte-oriente-_JM,Benito Jurez,SAN SIMON TICUMAC,no_age_info,156,3350000.0,21474.358974358973,32558.13953488372,34420.51282051282,22857.14285714286,-34.0430402930403,verde
19898, http://departamento.metroscubicos.com/MLM-576037471-departamento-en-eje-central-narvarte-oriente-_JM,Benito Jurez,SAN SIMON TICUMAC,10,156,3350000.0,21474.358974358973,32558.13953488372,34420.51282051282,22857.14285714286,-6.0496794871795005,amarillo
19910, http://departamento.metroscubicos.com/MLM-576095770-depto-hermosa-vista-a-1-cuadra-del-liceo-franco-_JM,Miguel Hidalgo,LOMAS DE CHAPULTEPEC III SECCION,40,210,10500000.0,50000.0,94582.51793868231,112280.1662565172,53511.90476190476,-6.56284760845384,amarillo
19941, http://departamento.metroscubicos.com/MLM-576106336-penthouse-en-venta-jardines-en-la-montana-_JM,Tlalpan,PARQUE NAL DEL PEDREGAL ( BOSQUE DEL PEDREGAL ),30,403,24000000.0,59553.34987593052,49961.53846153846,52500.0,48298.78048780488,23.301974241290317,sobrevaluado
19947, http://departamento.metroscubicos.com/MLM-576106346-departamento-en-venta-cumbres-santa-fe-_JM,lvaro Obregn,SANTA FE LA LOMA,8,315,23375000.0,74206.3492063492,58333.333333333336,61427.8350515464,45994.61676493207,61.337031213023955,sobrevaluado
20001, http://departamento.metroscubicos.com/MLM-576196078-ph-de-lujo-en-galileo-con-terrazas-privadas-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,414,29700000.0,71739.13043478261,102413.79310344828,102567.37712044452,103888.88888888889,-29.951690821256037,verde
20009, http://departamento.metroscubicos.com/MLM-576207651-oportunidad-en-la-joya-_JM,Miguel Hidalgo,SAN GABRIEL,20,442,18513000.0,41884.61538461538,44620.25316455696,46853.146853146856,42075.0,-0.45248868778280943,amarillo
20017, http://departamento.metroscubicos.com/MLM-576209186-departamento-en-bosques-de-las-lomas-lindo-depto-en-la-mejo-_JM,Miguel Hidalgo,BOSQUES DE LAS LOMAS,20,305,16750000.0,54918.03278688525,54000.0,55878.71304347826,53175.355450236966,3.2772274334473024,amarillo
20037, http://departamento.metroscubicos.com/MLM-576220980-departamento-2-rec-2-banos-anzures-_JM,Miguel Hidalgo,CUAUHTEMOC,35,97,3500000.0,36082.47422680412,44558.82352941176,49869.91150442478,45000.0,-19.81672394043528,naranja
20041, http://departamento.metroscubicos.com/MLM-576226544-departamento-en-venta-en-escandon-_JM,Benito Jurez,ESCANDON II SECCION,11,80,3100000.0,38750.0,43075.27704770477,43075.27704770477,37771.22641509434,2.5913206369029096,amarillo
20063, http://departamento.metroscubicos.com/MLM-576238407-excelente-departamento-muy-iluminado-y-bien-ubicado-_JM,Benito Jurez,PIEDAD NARVARTE,40,145,4390000.0,30275.862068965518,40084.08163265306,44534.55284552845,30973.451327433628,-2.2522167487684683,amarillo
20073, http://departamento.metroscubicos.com/MLM-576244948-departamento-en-venta-en-nonoalco-mixcoac-_JM,Benito Jurez,SAN PEDRO DE LOS PINOS,8,65,2350000.0,36153.846153846156,36315.78947368421,37500.0,33333.333333333336,8.46153846153846,amarillo
20209, http://departamento.metroscubicos.com/MLM-576254701-departamentos-en-preventa-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,276,21505000.0,77916.66666666667,96962.96296296296,96881.48148148149,85131.17283950618,-19.64285714285714,naranja
20232, http://departamento.metroscubicos.com/MLM-576259185-departamentos-en-preventa-roma-norte-_JM,Miguel Hidalgo,JUAREZ,no_age_info,282,6732000.0,23872.340425531915,53336.44385026738,53769.12582781457,45604.395604395606,-55.24197208844804,subvaluado
20233, http://departamento.metroscubicos.com/MLM-576259219-bosque-de-canelos-estupendo-depa-en-venta-gr-_JM,Miguel Hidalgo,SAN GABRIEL,16,320,14800000.0,46250.0,44620.25316455696,46853.146853146856,42075.0,9.92275698158051,amarillo
20251, http://departamento.metroscubicos.com/MLM-576266002-preventa-de-departamentos-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,188,20196000.0,107425.53191489361,102413.79310344828,102567.37712044452,103888.88888888889,4.89361702127659,amarillo
20313, http://departamento.metroscubicos.com/MLM-576272678-venta-amplio-y-bonito-departamento-para-habitar-_JM,Coyoacn,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,20,101,2600000.0,25742.574257425742,21897.810218978102,,22925.634954799825,12.287290224152105,sobrevaluado
20743, http://departamento.metroscubicos.com/MLM-576345231-inmueble-de-adjudicado-bancariono-se-acepta-ningun-tipo-de-creditoel-pago-es-de-contado-en-una-sola-exhibicion-easybroker-id-eb-ap2608-_JM,Gustavo A. Madero,GERTRUDIS SANCHEZ 3A SECC,20,105,1437500.0,13690.47619047619,13690.47619047619,,13690.47619047619,0.0,amarillo
20755, http://departamento.metroscubicos.com/MLM-576347354-excelente-departamento-con-acabados-de-lujo-marmol-crema-placa-grande-finas-maderas-pisos-ingenieria-recamara-principal-con-vestidor-y-bano-medio-bano-de-visitas-preciosa-vista-cocina-con-gran-_JM,Miguel Hidalgo,BOSQUES DE LAS LOMAS,10,234,12903000.0,55141.02564102564,54000.0,55878.71304347826,53175.355450236966,3.696581196581197,amarillo
20756, http://departamento.metroscubicos.com/MLM-576347368-departamento-sencillo-a-5-min-de-aquiles-serdan-y-metro-tacuba-tiene-un-jardin-comun-en-la-parte-de-atras-con-asador-pisos-de-loseta-y-gas-estacionario-conocelo-easybroker-id-eb-ap5068-_JM,Miguel Hidalgo,TACUBA,10,53,1500000.0,28301.88679245283,28301.88679245283,30978.260869565216,27173.91304347826,4.150943396226422,amarillo
20962, http://departamento.metroscubicos.com/MLM-576406699-departamento-en-ventaarquimedes-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,325,44500000.0,136923.07692307694,102413.79310344828,102567.37712044452,103888.88888888889,33.69593369593371,sobrevaluado
20970, http://departamento.metroscubicos.com/MLM-576406777-depto-en-av-contreras-la-magdalena-contreras-_JM,La Magdalena Contreras,Pbo. TIZAPAN,no_age_info,295,10200000.0,34576.27118644068,31231.244483671668,38697.18309859155,30698.32402234637,10.710513647696176,sobrevaluado
20973, http://departamento.metroscubicos.com/MLM-576406788-departamento-be-grand-blvd-adolfo-lopez-mateos-_JM,Tlalpan,Bo. LA OTRA BANDA,no_age_info,107,6500000.0,60747.66355140187,53249.302915082386,52769.8157355952,39920.0,14.081612764541266,sobrevaluado
21021, http://departamento.metroscubicos.com/MLM-576408127-departamento-para-estrenar-de-75-m2-en-la-colonia-mixcoac-_JM,Benito Jurez,MERCED GOMEZ,no_age_info,75,3200000.0,42666.666666666664,37654.86725663717,40000.0,23096.264367816093,13.30983157070113,sobrevaluado
21025, http://departamento.metroscubicos.com/MLM-576408197-excelente-departamento-en-venta-de-90-m2-en-col-del-valle-_JM,Benito Jurez,LETRAN VALLE,no_age_info,90,6900000.0,76666.66666666667,50000.0,50000.0,42569.44444444444,53.33333333333334,sobrevaluado
21039, http://departamento.metroscubicos.com/MLM-576409117-excelente-departamento-en-la-narvarte-_JM,Benito Jurez,PIEDAD NARVARTE,10,137,3350000.0,24452.554744525547,38121.91091954023,40404.030373831774,24452.554744525547,0.0,amarillo
21057, http://departamento.metroscubicos.com/MLM-576432465-espectacular-departamento-en-renta-lomas-de-chapultepec-_JM,Miguel Hidalgo,POLANCO I SECCION,10,584,52360000.0,89657.53424657535,64000.0,67117.11711711712,64000.0,40.08989726027398,sobrevaluado
21063, http://departamento.metroscubicos.com/MLM-576440959-progreso-tizapan-hermoso-depto-en-venta-o-renta-_JM,La Magdalena Contreras,SAN ANGEL,6,120,3000000.0,25000.0,33787.878787878784,43879.31034482759,27651.515151515152,-9.589041095890412,amarillo
21067, http://departamento.metroscubicos.com/MLM-576456027-departamento-venta-coyoacan-_JM,Coyoacn,PEDREGAL DE SN FRANCISCO,40,150,2800000.0,18666.666666666668,26315.78947368421,26315.78947368421,23382.920110192837,-20.169651272384538,verde
21096, http://departamento.metroscubicos.com/MLM-576465666-bonito-departamento-en-polanco-de-215-m2-_JM,Miguel Hidalgo,POLANCO IV SECCION,30,215,12342000.0,57404.651162790695,102333.71739130435,109386.17924528301,72680.55555555556,-21.0178696021225,verde
21115, http://departamento.metroscubicos.com/MLM-576480874-aura-narvarte-_JM,Benito Jurez,ALAMOS,no_age_info,126,4475600.0,35520.63492063492,38356.25,38446.45714285714,29736.842105263157,-7.392837097904726,amarillo
21155, http://departamento.metroscubicos.com/MLM-576512700-a-un-paso-de-puentes-de-los-poetas-a-sta-fe-_JM,lvaro Obregn,CORPUS CHRISTY,20,72,1650000.0,22916.666666666668,37087.91208791209,57195.57886849007,32936.50793650794,-30.421686746987948,verde
21328, http://departamento.metroscubicos.com/MLM-576550521-hermosos-departamentos-en-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,269,26180000.0,97323.42007434944,96962.96296296296,96881.48148148149,85131.17283950618,0.3717472118959118,amarillo
21336, http://departamento.metroscubicos.com/MLM-576557103-increible-depto-en-venta-en-torre-giralta-santa-fe-_JM,Cuajimalpa de Morelos,PASEO DE LAS LOMAS,no_age_info,200,9000000.0,45000.0,41073.97260273973,41073.97260273973,40909.09090909091,9.558431163287086,amarillo
21349, http://departamento.metroscubicos.com/MLM-576571565-remate-departamento-santa-fe-_JM,lvaro Obregn,SANTA FE LA LOMA,no_age_info,161,3307500.0,20543.478260869564,58333.333333333336,61427.8350515464,45994.61676493207,-64.78260869565219,subvaluado
21367, http://departamento.metroscubicos.com/MLM-576581331-bulgaria-_JM,Benito Jurez,SAN SIMON TICUMAC,no_age_info,62,2554500.0,41201.6129032258,34761.90476190476,35920.6976744186,25886.363636363636,18.52518780380025,sobrevaluado
21393, http://departamento.metroscubicos.com/MLM-576584383-departamento-en-venta-en-lomas-de-chamizal-clave-75559-_JM,Miguel Hidalgo,LA ESTRELLA,10,240,12155000.0,50645.833333333336,36978.381096028155,61666.666666666664,32000.0,58.26822916666667,sobrevaluado
21403, http://departamento.metroscubicos.com/MLM-576585587-montes-de-oca-_JM,Miguel Hidalgo,HIPODROMO,no_age_info,84,5923700.0,70520.23809523809,63095.23809523809,66713.56060606061,36318.181818181816,11.767924528301888,sobrevaluado
21506, http://departamento.metroscubicos.com/MLM-576588228-only-coyoacan-_JM,Gustavo A. Madero,Pbo. DE SANTIAGO ATZACOALCO,no_age_info,95,3623000.0,38136.84210526316,8449.694915254237,,,351.3398707024878,sobrevaluado
21518, http://departamento.metroscubicos.com/MLM-576588376-departamento-en-palenque-_JM,Benito Jurez,LETRAN VALLE,no_age_info,64,5595800.0,87434.375,43680.0,42581.53846153846,40000.0,100.17027243589743,sobrevaluado
22405, http://departamento.metroscubicos.com/MLM-576638307-pre-venta-departamentos-_JM,Miguel Hidalgo,LOMAS DE CHAPULTEPEC III SECCION,no_age_info,196,16540440.0,84390.0,94582.51793868231,112280.1662565172,53511.90476190476,-10.776323321493837,naranja
22407, http://departamento.metroscubicos.com/MLM-576638617-preventa-de-departamentos-_JM,Miguel Hidalgo,LOMAS DE CHAPULTEPEC III SECCION,no_age_info,196,16540440.0,84390.0,94582.51793868231,112280.1662565172,53511.90476190476,-10.776323321493837,naranja
22414, http://departamento.metroscubicos.com/MLM-576646856-irapuato-condesa-preventa-_JM,Miguel Hidalgo,HIPODROMO,no_age_info,142,9540800.0,67188.73239436619,67188.73239436619,68686.88725490196,26960.78431372549,0.0,amarillo
22425, http://departamento.metroscubicos.com/MLM-576660417-anatole-france-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,216,23760000.0,110000.0,96962.96296296296,96881.48148148149,85131.17283950618,13.445378151260503,sobrevaluado
22444, http://departamento.metroscubicos.com/MLM-576678734-departamento-en-venta-en-grand-tower-del-valle-_JM,Benito Jurez,SAN SIMON TICUMAC,no_age_info,86,4150000.0,48255.813953488374,40625.0,48821.649154589366,36718.75,18.783542039355996,sobrevaluado
22714, http://departamento.metroscubicos.com/MLM-576742785-departamento-en-venta-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,220,31416000.0,142800.0,102413.79310344828,102567.37712044452,103888.88888888889,39.43434343434344,sobrevaluado
22721, http://departamento.metroscubicos.com/MLM-576744755-vendo-penthouse-lomas-del-pedregal-_JM,Tlalpan,LOMAS DE PADIERNA,12,417,15000000.0,35971.22302158274,47045.454545454544,48993.288590604025,32337.46336264322,11.23699660109178,sobrevaluado
22961, http://departamento.metroscubicos.com/MLM-576751417-impresionante-departamento-_JM,Benito Jurez,ESCANDON II SECCION,10,290,14500000.0,50000.0,51975.8064516129,53012.644310060474,44624.766355140186,12.045404567682757,sobrevaluado
22972, http://departamento.metroscubicos.com/MLM-576756385-estrene-hermoso-pent-house-_JM,Benito Jurez,ESCANDON II SECCION,no_age_info,290,14900000.0,51379.31034482759,51975.8064516129,53012.644310060474,44624.766355140186,-1.1476418501377659,amarillo
22978, http://departamento.metroscubicos.com/MLM-576760114-departamento-en-venta-san-jeronimo-aculco-_JM,La Magdalena Contreras,HEROES DE PADIERNA,no_age_info,213,5500000.0,25821.596244131455,40500.0,43000.0,26437.96711509716,-36.242972236712454,verde
22986, http://departamento.metroscubicos.com/MLM-576764094-se-vende-departamento-con-opcion-a-ampliar-_JM,Cuauhtmoc,TRANSITO,no_age_info,105,1200000.0,11428.57142857143,25639.738598442716,25756.617289946575,14814.814814814816,-55.42633406853232,subvaluado
22989, http://departamento.metroscubicos.com/MLM-576764750-departamento-en-venta-bosque-de-tamarindos-_JM,Miguel Hidalgo,SAN GABRIEL,9,301,15521000.0,51564.784053156145,44620.25316455696,46853.146853146856,42075.0,22.554448135843483,sobrevaluado
23036, http://departamento.metroscubicos.com/MLM-576786445-inmueble-de-remate-bancarioprecios-sujetos-a-cambio-sin-previo-avisounicamente-contado-no-creditos-easybroker-id-eb-an7015-_JM,Iztapalapa,VALLE DEL SUR,20,79,1320000.0,16708.86075949367,17851.5625,,17851.5625,-6.4011300999917,amarillo
23073, http://departamento.metroscubicos.com/MLM-576815299-75557-departamento-en-venta-en-polanco-miguel-hidalgo-_JM,Miguel Hidalgo,POLANCO IV SECCION,30,300,12600000.0,42000.0,102333.71739130435,109386.17924528301,72680.55555555556,-42.21287980126123,verde
23076, http://departamento.metroscubicos.com/MLM-576815496-er-431-enrique-rebsamen-431-p2-_JM,Benito Jurez,DEL VALLE CENTRO,no_age_info,77,4309200.0,55963.63636363636,43032.7868852459,43308.10810810811,37628.36552897608,30.048831168831168,sobrevaluado
23087, http://departamento.metroscubicos.com/MLM-576815512-brezo-queretaro-queretaro-24-201-_JM,Miguel Hidalgo,JUAREZ,no_age_info,99,4878079.0,49273.52525252525,53336.44385026738,53769.12582781457,45604.395604395606,-7.6175280998261785,amarillo
23089, http://departamento.metroscubicos.com/MLM-576815515-solare-san-angel-302-tipo-a-_JM,lvaro Obregn,SAN ANGEL,no_age_info,123,5100180.0,41464.87804878049,41535.35873241944,43173.049578159065,37857.142857142855,-0.1696883951165566,amarillo
23092, http://departamento.metroscubicos.com/MLM-576815519-envy-condesa-montes-de-oca-127-p1-_JM,Miguel Hidalgo,HIPODROMO,no_age_info,65,5064000.0,77907.69230769231,63095.23809523809,66713.56060606061,36318.181818181816,23.476342525399144,sobrevaluado
23102, http://departamento.metroscubicos.com/MLM-576815529-brezo-durango-003-_JM,Miguel Hidalgo,JUAREZ,no_age_info,230,14336088.0,62330.81739130435,53336.44385026738,53769.12582781457,45604.395604395606,16.863466875082786,sobrevaluado
23109, http://departamento.metroscubicos.com/MLM-576815538-envy-condesa-montes-de-oca-127-p2-_JM,Miguel Hidalgo,HIPODROMO,no_age_info,122,9388000.0,76950.81967213115,63095.23809523809,66713.56060606061,36318.181818181816,21.959789669038063,sobrevaluado
23122, http://departamento.metroscubicos.com/MLM-576815756-club-de-golf-bosques-802-_JM,lvaro Obregn,SAN GABRIEL,no_age_info,642,37108280.0,57801.059190031156,55621.84107042541,52307.692307692305,43636.36363636364,3.9179179934848483,amarillo
23125, http://departamento.metroscubicos.com/MLM-576815759-brezo-durango-102-_JM,Miguel Hidalgo,JUAREZ,no_age_info,142,9225818.0,64970.54929577465,53336.44385026738,53769.12582781457,45604.395604395606,21.812675547263627,sobrevaluado
23144, http://departamento.metroscubicos.com/MLM-576816090-solare-san-angel-901-tipo-b-_JM,lvaro Obregn,SAN ANGEL,no_age_info,143,6212400.0,43443.356643356645,41535.35873241944,43173.049578159065,37857.142857142855,4.593671438421849,amarillo
23145, http://departamento.metroscubicos.com/MLM-576816092-brezo-san-pedro-de-los-pinos-av-revolucion-442-608-_JM,Benito Jurez,ESCANDON I SECCION,no_age_info,94,4527690.0,48166.914893617024,40619.427099236644,42172.41379310345,18062.5,18.580980415950325,sobrevaluado
23147, http://departamento.metroscubicos.com/MLM-576816094-bulgaria-37-p2-_JM,Benito Jurez,DEL CARMEN,no_age_info,114,3340100.0,29299.122807017542,36785.876418663305,40669.9,31145.833333333332,-20.352250212658685,verde
23160, http://departamento.metroscubicos.com/MLM-576816110-solare-san-angel-ph1-tipo-c-_JM,lvaro Obregn,SAN ANGEL,no_age_info,262,8927820.0,34075.64885496183,41535.35873241944,43173.049578159065,37857.142857142855,-17.95990237020659,naranja
23180, http://departamento.metroscubicos.com/MLM-576816208-eugenio-sue-19-409-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,201,24157912.9,120188.62139303482,102413.79310344828,102567.37712044452,103888.88888888889,17.355892942693927,sobrevaluado
23181, http://departamento.metroscubicos.com/MLM-576816211-plinio-340-204-_JM,Miguel Hidalgo,LOMAS DE CHAPULTEPEC III SECCION,no_age_info,182,24000346.7,131870.0368131868,94582.51793868231,112280.1662565172,53511.90476190476,39.4232673089523,sobrevaluado
23182, http://departamento.metroscubicos.com/MLM-576816212-campos-eliseos-108-203-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,199,26019329.599999998,130750.4,102333.71739130435,109386.17924528301,72680.55555555556,27.76864100425058,sobrevaluado
23183, http://departamento.metroscubicos.com/MLM-576816213-fresas-21-ph-exterior-301-_JM,Benito Jurez,DEL VALLE SUR,no_age_info,140,9455000.0,67535.71428571429,41976.76282051282,45076.92307692308,42307.692307692305,60.888333801461116,sobrevaluado
23185, http://departamento.metroscubicos.com/MLM-576816215-edgar-allan-poe-47-gh-01-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,165,20907684.599999998,126713.23999999999,96962.96296296296,96881.48148148149,85131.17283950618,30.682103896103886,sobrevaluado
23188, http://departamento.metroscubicos.com/MLM-576816219-pitagoras-842-302-_JM,Benito Jurez,LETRAN VALLE,no_age_info,190,4600000.0,24210.526315789473,46000.0,49743.21938693628,35936.41252768111,-47.368421052631575,verde
23193, http://departamento.metroscubicos.com/MLM-576816224-pitagoras-842-202-_JM,Benito Jurez,LETRAN VALLE,no_age_info,100,4600000.0,46000.0,46000.0,49743.21938693628,35936.41252768111,0.0,amarillo
23197, http://departamento.metroscubicos.com/MLM-576816231-tres-picos-17-garden-206-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,210,26193090.0,124729.0,102333.71739130435,109386.17924528301,72680.55555555556,21.884558852739044,sobrevaluado
23203, http://departamento.metroscubicos.com/MLM-576816238-anatole-france-328-ph-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,276,36055918.8,130637.38695652173,96962.96296296296,96881.48148148149,85131.17283950618,34.72916149068322,sobrevaluado
23206, http://departamento.metroscubicos.com/MLM-576816243-campos-eliseos-108-505-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,219,28789248.4,131457.75525114156,102333.71739130435,109386.17924528301,72680.55555555556,28.459865039860237,sobrevaluado
23209, http://departamento.metroscubicos.com/MLM-576816247-eugenio-sue-19-garden-7-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,255,30047160.0,117832.0,102413.79310344828,102567.37712044452,103888.88888888889,15.054814814814815,sobrevaluado
23211, http://departamento.metroscubicos.com/MLM-576816250-pitagoras-842-101-_JM,Benito Jurez,LETRAN VALLE,no_age_info,100,4600000.0,46000.0,46000.0,49743.21938693628,35936.41252768111,0.0,amarillo
23212, http://departamento.metroscubicos.com/MLM-576816252-tres-picos-17-ph6-_JM,Miguel Hidalgo,POLANCO IV SECCION,no_age_info,399,46203960.0,115799.3984962406,102333.71739130435,109386.17924528301,72680.55555555556,13.158596646544249,sobrevaluado
