,url,delegacion,colonia,antiguedad,superficie construida en m2,precio total en pesos,precio de m2,precio mediano de m2 de la colonia,precio mediano de m2 de la colonia (nuevos),precio mediano de m2 de la colonia (usados),delta,semaforo
3, http://departamento.metroscubicos.com/MLM-567573164-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-distrit-_JM,Miguel Hidalgo,JUAREZ,20,123,5300000.0,43089.43089430894,53336.44385026738,53769.12582781457,45604.395604395606,-5.514741894406902,amarillo
249, http://departamento.metroscubicos.com/MLM-567669182-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,190,6300000.0,33157.89473684211,44472.52747252748,46048.3870967742,36000.0,-7.894736842105259,amarillo
250, http://departamento.metroscubicos.com/MLM-567669253-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,102,4184700.0,41026.470588235294,51975.8064516129,53012.644310060474,44624.766355140186,-8.063450099140779,amarillo
253, http://departamento.metroscubicos.com/MLM-567669334-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,180,6300000.0,35000.0,44472.52747252748,46048.3870967742,36000.0,-2.7777777777777777,amarillo
257, http://departamento.metroscubicos.com/MLM-567669344-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,250,9037811.0,36151.244,36151.244,41544.0,34927.305774834436,3.504244596064508,amarillo
258, http://departamento.metroscubicos.com/MLM-567669345-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,80,1915000.0,23937.5,22937.5,26583.333333333336,22341.772151898735,7.142351274787533,amarillo
259, http://departamento.metroscubicos.com/MLM-567669346-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,102,4623100.0,45324.509803921566,51975.8064516129,53012.644310060474,44624.766355140186,1.5680607562459081,amarillo
260, http://departamento.metroscubicos.com/MLM-567669347-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,80,1890000.0,23625.0,22937.5,26583.333333333336,22341.772151898735,5.743626062322944,amarillo
263, http://departamento.metroscubicos.com/MLM-567669352-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,80,1975000.0,24687.5,22937.5,26583.333333333336,22341.772151898735,10.499291784702548,sobrevaluado
266, http://departamento.metroscubicos.com/MLM-567669355-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,104,4452950.0,42816.82692307692,51975.8064516129,53012.644310060474,44624.766355140186,-4.051426101987899,amarillo
269, http://departamento.metroscubicos.com/MLM-567669360-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,164,5189940.0,31645.975609756097,44472.52747252748,46048.3870967742,36000.0,-12.094512195121952,naranja
270, http://departamento.metroscubicos.com/MLM-567669361-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,243,8200000.0,33744.85596707819,44472.52747252748,46048.3870967742,36000.0,-6.2642889803383595,amarillo
271, http://departamento.metroscubicos.com/MLM-567669362-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,107,4989450.0,46630.3738317757,51975.8064516129,53012.644310060474,44624.766355140186,4.494382022471915,amarillo
276, http://departamento.metroscubicos.com/MLM-567669369-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,83,4600000.0,55421.68674698795,51975.8064516129,53012.644310060474,44624.766355140186,24.194906267792934,sobrevaluado
282, http://departamento.metroscubicos.com/MLM-567669378-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,57,1550000.0,27192.98245614035,22937.5,26583.333333333336,22341.772151898735,21.71363252323443,sobrevaluado
285, http://departamento.metroscubicos.com/MLM-567669382-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,302,10178417.0,33703.367549668874,36151.244,41544.0,34927.305774834436,-3.504244596064508,amarillo
286, http://departamento.metroscubicos.com/MLM-567669385-departamento-en-venta-tlalpan-ciudad-de-mexico-ciudad-de-_JM,Tlalpan,LOS FRAMBOYANOS,41,217,9100000.0,41935.48387096774,33551.44742762862,27547.169811320753,31417.11229946524,33.47975291695265,sobrevaluado
287, http://departamento.metroscubicos.com/MLM-567669386-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,175,6300000.0,36000.0,44472.52747252748,46048.3870967742,36000.0,0.0,amarillo
292, http://departamento.metroscubicos.com/MLM-567669475-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,114,5200000.0,45614.0350877193,51975.8064516129,53012.644310060474,44624.766355140186,2.2168603073597075,amarillo
293, http://departamento.metroscubicos.com/MLM-567669476-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,140,5150000.0,36785.71428571428,44472.52747252748,46048.3870967742,36000.0,2.182539682539674,amarillo
295, http://departamento.metroscubicos.com/MLM-567669478-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,84,4500000.0,53571.42857142857,51975.8064516129,53012.644310060474,44624.766355140186,20.048647751088673,sobrevaluado
296, http://departamento.metroscubicos.com/MLM-567669479-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,104,5013000.0,48201.92307692308,51975.8064516129,53012.644310060474,44624.766355140186,8.0160794418834,amarillo
298, http://departamento.metroscubicos.com/MLM-567669483-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,79,1765000.0,22341.772151898735,22937.5,26583.333333333336,22341.772151898735,0.0,amarillo
299, http://departamento.metroscubicos.com/MLM-567669485-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,296,10720829.0,36219.01689189189,36151.244,41544.0,34927.305774834436,3.6982844465150566,amarillo
300, http://departamento.metroscubicos.com/MLM-567669487-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,58,1580000.0,27241.379310344826,22937.5,26583.333333333336,22341.772151898735,21.9302530038097,sobrevaluado
301, http://departamento.metroscubicos.com/MLM-567669488-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,57,1550000.0,27192.98245614035,22937.5,26583.333333333336,22341.772151898735,21.71363252323443,sobrevaluado
304, http://departamento.metroscubicos.com/MLM-567669491-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,104,4461200.0,42896.153846153844,51975.8064516129,53012.644310060474,44624.766355140186,-3.873661758202636,amarillo
305, http://departamento.metroscubicos.com/MLM-567669492-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,80,1990000.0,24875.0,22937.5,26583.333333333336,22341.772151898735,11.338526912181301,sobrevaluado
307, http://departamento.metroscubicos.com/MLM-567669495-departamento-en-venta-tlalpan-ciudad-de-mexico-ciudad-de-_JM,Tlalpan,LOS FRAMBOYANOS,41,395,15200000.0,38481.012658227846,33551.44742762862,27547.169811320753,31417.11229946524,22.48424454618906,sobrevaluado
311, http://departamento.metroscubicos.com/MLM-567669500-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,79,1765000.0,22341.772151898735,22937.5,26583.333333333336,22341.772151898735,0.0,amarillo
312, http://departamento.metroscubicos.com/MLM-567669501-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,296,9848137.0,33270.73310810811,36151.244,41544.0,34927.305774834436,-4.742915692970258,amarillo
313, http://departamento.metroscubicos.com/MLM-567669502-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,102,4131050.0,40500.490196078434,51975.8064516129,53012.644310060474,44624.766355140186,-9.242123815818456,amarillo
316, http://departamento.metroscubicos.com/MLM-567669505-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,262,9471914.0,36152.34351145038,36151.244,41544.0,34927.305774834436,3.507392595676818,amarillo
319, http://departamento.metroscubicos.com/MLM-567669508-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,57,1550000.0,27192.98245614035,22937.5,26583.333333333336,22341.772151898735,21.71363252323443,sobrevaluado
322, http://departamento.metroscubicos.com/MLM-567669511-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,80,1835000.0,22937.5,22937.5,26583.333333333336,22341.772151898735,2.6664305949008478,amarillo
323, http://departamento.metroscubicos.com/MLM-567669512-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,455,13555830.0,29793.032967032967,36151.244,41544.0,34927.305774834436,-14.699882209353742,naranja
325, http://departamento.metroscubicos.com/MLM-567669514-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,165,6150000.0,37272.72727272727,44472.52747252748,46048.3870967742,36000.0,3.5353535353535337,amarillo
326, http://departamento.metroscubicos.com/MLM-567669515-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,79,1765000.0,22341.772151898735,22937.5,26583.333333333336,22341.772151898735,0.0,amarillo
328, http://departamento.metroscubicos.com/MLM-567669518-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,80,1785000.0,22312.5,22937.5,26583.333333333336,22341.772151898735,-0.13101983002833045,amarillo
332, http://departamento.metroscubicos.com/MLM-567669574-departamento-en-venta-tlalpan-ciudad-de-mexico-ciudad-de-_JM,Tlalpan,LOS FRAMBOYANOS,41,167,7400000.0,44311.377245508986,33551.44742762862,27547.169811320753,31417.11229946524,41.04217097719456,sobrevaluado
336, http://departamento.metroscubicos.com/MLM-567669580-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,107,4774850.0,44624.766355140186,51975.8064516129,53012.644310060474,44624.766355140186,0.0,amarillo
337, http://departamento.metroscubicos.com/MLM-567669581-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,ESCANDON II SECCION,41,104,4790200.0,46059.61538461538,51975.8064516129,53012.644310060474,44624.766355140186,3.215364800021909,amarillo
338, http://departamento.metroscubicos.com/MLM-567669583-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,80,2025000.0,25312.5,22937.5,26583.333333333336,22341.772151898735,13.296742209631725,sobrevaluado
341, http://departamento.metroscubicos.com/MLM-567669586-departamento-en-venta-benito-juarez-ciudad-de-mexico-ciud-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,207,7200000.0,34782.608695652176,44472.52747252748,46048.3870967742,36000.0,-3.3816425120772893,amarillo
342, http://departamento.metroscubicos.com/MLM-567669587-departamento-en-venta-tlalpan-ciudad-de-mexico-ciudad-de-_JM,Tlalpan,LOS FRAMBOYANOS,41,200,8450000.0,42250.0,33551.44742762862,27547.169811320753,31417.11229946524,34.480851063829796,sobrevaluado
343, http://departamento.metroscubicos.com/MLM-567669588-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,296,9874364.0,33359.33783783784,36151.244,41544.0,34927.305774834436,-4.489232427788165,amarillo
344, http://departamento.metroscubicos.com/MLM-567669589-departamento-en-venta-la-magdalena-contreras-ciudad-de-mex-_JM,La Magdalena Contreras,Pbo. NUEVO BAJO,41,296,10720829.0,36219.01689189189,36151.244,41544.0,34927.305774834436,3.6982844465150566,amarillo
347, http://departamento.metroscubicos.com/MLM-567669595-departamento-en-venta-venustiano-carranza-ciudad-de-mexico-_JM,Iztacalco,Ampl. ASTURIAS,41,79,1765000.0,22341.772151898735,22937.5,26583.333333333336,22341.772151898735,0.0,amarillo
350, http://departamento.metroscubicos.com/MLM-567669603-departamento-en-venta-tlalpan-ciudad-de-mexico-ciudad-de-_JM,Tlalpan,LOS FRAMBOYANOS,41,167,7250000.0,43413.17365269461,33551.44742762862,27547.169811320753,31417.11229946524,38.183208051981154,sobrevaluado
405, http://departamento.metroscubicos.com/MLM-567767973-bonito-departameto-a-estrenar-muy-bien-ubicado-cuenta-con-76-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,96,4380000.0,45625.0,44472.52747252748,46048.3870967742,36000.0,26.73611111111111,sobrevaluado
406, http://departamento.metroscubicos.com/MLM-567767974-433-m2-habitables-distribuidos-en-dos-plantas-mas-aproximada-_JM,Cuajimalpa de Morelos,AMADO NERVO,41,433,53295000.0,123083.14087759815,86701.61071955664,40000.0,111961.73850602597,9.933216936403335,amarillo
407, http://departamento.metroscubicos.com/MLM-567767975-excelente-departamento-muy-bien-ubicado-a-estrenarcuenta-co-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,89,4175950.0,46920.786516853936,44472.52747252748,46048.3870967742,36000.0,30.335518102372045,sobrevaluado
408, http://departamento.metroscubicos.com/MLM-567767977-833-m2-habitables-distribuidos-en-dos-plantas-mas-aproximada-_JM,Cuajimalpa de Morelos,AMADO NERVO,41,833,84000000.0,100840.33613445378,86701.61071955664,40000.0,111961.73850602597,-9.933216936403335,amarillo
411, http://departamento.metroscubicos.com/MLM-567767981-excelente-departamento-muy-bien-ubicado-a-estrenarcuenta-co-_JM,Benito Jurez,INSURGENTES SAN BORJA,41,89,4175950.0,46920.786516853936,44472.52747252748,46048.3870967742,36000.0,30.335518102372045,sobrevaluado
414, http://departamento.metroscubicos.com/MLM-567768008-precioso-departamento-a-estrenar-con-orientacion-surcuenta-_JM,Cuajimalpa de Morelos,GRANJAS NAVIDAD,41,460,60000000.0,130434.78260869565,32277.54415779416,32260.858585858587,122229.58642629904,6.712937859234361,amarillo
419, http://departamento.metroscubicos.com/MLM-567768023-amplio-departamento-a-remodelar-en-la-mejor-zona-de-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,20,365,33660000.0,92219.17808219178,102333.71739130435,109386.17924528301,72680.55555555556,26.882874487250287,sobrevaluado
429, http://departamento.metroscubicos.com/MLM-567768075-se-entrega-terminado-en-agosto-de-2016-con-vista-panoramic-_JM,lvaro Obregn,SANTA FE LA LOMA,41,460,60000000.0,130434.78260869565,58333.333333333336,61427.8350515464,45994.61676493207,183.5870625367266,sobrevaluado
521, http://departamento.metroscubicos.com/MLM-567906955-bosque-de-tejocotes-_JM,Miguel Hidalgo,SAN GABRIEL,20,450,13900000.0,30888.88888888889,44620.25316455696,46853.146853146856,42075.0,-26.586122664554036,verde
900, http://departamento.metroscubicos.com/MLM-568310154-venta-de-hermoso-departamento-en-isola-en-santa-fe-_JM,lvaro Obregn,BEJERO DEL PUEBLO SANTA FE,10,130,4400000.0,33846.153846153844,54608.5775862069,58527.5,33846.153846153844,0.0,amarillo
1066, http://departamento.metroscubicos.com/MLM-568467516-departamento-venta-santa-fe-_JM,lvaro Obregn,SANTA FE LA LOMA,10,138,6200000.0,44927.536231884056,58333.333333333336,61427.8350515464,45994.61676493207,-2.320011792905283,amarillo
1153, http://departamento.metroscubicos.com/MLM-568634188-departamento-en-venta-en-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,20,500,50000000.0,100000.0,102333.71739130435,109386.17924528301,72680.55555555556,37.5883814255685,sobrevaluado
1181, http://departamento.metroscubicos.com/MLM-568634303-precioso-ph-departamento-en-venta-en-minerva-_JM,Benito Jurez,FLORIDA,30,250,13600000.0,54400.0,53265.536723163845,53197.740112994354,54400.0,0.0,amarillo
1219, http://departamento.metroscubicos.com/MLM-568644424-polanco-6-hermosos-deptos-en-pre-venta-ubicadisimos-_JM,Miguel Hidalgo,POLANCO IV SECCION,41,184,22440000.0,121956.52173913043,96962.96296296296,96881.48148148149,85131.17283950618,43.2571849668386,sobrevaluado
1224, http://departamento.metroscubicos.com/MLM-568646922-polanco-pre-venta-2-exclusivos-deptos-en-la-mejor-ubicacion-_JM,Miguel Hidalgo,POLANCO IV SECCION,41,249,32594100.0,130900.0,102333.71739130435,109386.17924528301,72680.55555555556,80.10319128606916,sobrevaluado
1322, http://departamento.metroscubicos.com/MLM-568789508-precioso-departamento-ubicado-en-el-centro-de-la-zona-comercial-santa-fe-remodelado-hace-3-anos-cuenta-con-terraza-de-120-m2-con-hermosa-vista-semi-techadaexcelente-distribucion-de-espacios-y-e-_JM,lvaro Obregn,ARCOS DEL CENTENARIO,10,454,14900000.0,32819.3832599119,40516.83448709881,,40516.83448709881,-18.99815551888166,naranja
1342, http://departamento.metroscubicos.com/MLM-568811062-hermoso-ph-de-lujo-en-b-de-las-lomas-vista-panoramica-_JM,Miguel Hidalgo,SAN GABRIEL,20,500,15500000.0,31000.0,44620.25316455696,46853.146853146856,42075.0,-26.322043969102793,verde
1363, http://departamento.metroscubicos.com/MLM-568850320-t-departamento-venta-en-la-colonia-del-valle-_JM,Benito Jurez,INSURGENTES SAN BORJA,30,120,4450000.0,37083.333333333336,44472.52747252748,46048.3870967742,36000.0,3.009259259259266,amarillo
1367, http://departamento.metroscubicos.com/MLM-568861897-polanco-emilio-castelar-depto-con-vista-al-parque-lincoln-_JM,Miguel Hidalgo,POLANCO IV SECCION,30,320,32725000.0,102265.625,96962.96296296296,96881.48148148149,85131.17283950618,20.127118644067785,sobrevaluado
1373, http://departamento.metroscubicos.com/MLM-568871623-insurgentes-mixcoac-moderno-y-hermoso-depto-2-niveles-_JM,Benito Jurez,NOCHE BUENA,41,218,8800000.0,40366.97247706422,40638.031693077566,43432.43119266055,40638.031693077566,-0.6670087224217575,amarillo
1375, http://departamento.metroscubicos.com/MLM-568878828-venta-lago-onega-_JM,Miguel Hidalgo,LOS MANZANOS,10,60,3700000.0,61666.666666666664,61674.00881057269,72727.27272727272,51485.857500895094,19.773991655076493,sobrevaluado
1424, http://departamento.metroscubicos.com/MLM-569164407-ultimos-3-departamentos-para-estrenar-del-valle-_JM,Benito Jurez,DEL VALLE SUR,no_age_info,257,8110000.0,31556.420233463035,41976.76282051282,45076.92307692308,42307.692307692305,-24.82407381342343,verde
1428, http://departamento.metroscubicos.com/MLM-569197584-departamento-venta-bosques-de-las-lomas-_JM,Miguel Hidalgo,SAN GABRIEL,25,432,16269000.0,37659.72222222222,44620.25316455696,46853.146853146856,42075.0,-10.493827160493835,naranja
1561, http://departamento.metroscubicos.com/MLM-569252201-se-vende-departamento-que-se-encuentra-ubicado-en-av-vasco-de-quiroga-enfrente-del-centro-comercial-santa-fe-inmejorable-ubicacion-a-5-minutos-de-interlomas-cuenta-con-142-m2-2-recamaras-25-b-_JM,lvaro Obregn,SANTA FE LA LOMA,13,142,6200000.0,43661.971830985916,58333.333333333336,61427.8350515464,45994.61676493207,-5.07156075648541,amarillo
1562, http://departamento.metroscubicos.com/MLM-569252210-se-vende-penth-house-de-dos-pisos-ubicado-en-la-calle-de-bosques-de-tabachines-en-bosques-de-las-lomas-el-departamento-tiene-540-m2-totales-de-los-cuales-420-son-habitables-y-120-m2-en-terrazas-cue-_JM,Miguel Hidalgo,SAN GABRIEL,26,440,15895000.0,36125.0,44620.25316455696,46853.146853146856,42075.0,-14.141414141414142,naranja
1574, http://departamento.metroscubicos.com/MLM-569252299-departamento-en-venta-cuenta-con-3-recamaras-la-principal-con-bano-y-vestidor-las-otras-dos-comparten-bano-2-lugares-de-estacionamiento-area-de-lavado-y-cuarto-de-servicio-piso-de-madera-y-piso-_JM,Miguel Hidalgo,LOMAS DE CHAPULTEPEC III SECCION,6,220,12622500.0,57375.0,94582.51793868231,112280.1662565172,53511.90476190476,7.219132369299219,amarillo
1642, http://departamento.metroscubicos.com/MLM-569298613-edificio-girault-_JM,lvaro Obregn,SAN GABRIEL,10,360,16000000.0,44444.444444444445,54642.857142857145,53553.6231884058,52694.69607754325,-15.656702186797114,naranja
1644, http://departamento.metroscubicos.com/MLM-569310026-taine-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,30,310,16900000.0,54516.12903225807,102333.71739130435,109386.17924528301,72680.55555555556,-24.99214044864169,verde
1651, http://departamento.metroscubicos.com/MLM-569332735-cerca-de-la-central-de-abasto-y-del-aeropuerto-_JM,Iztapalapa,EL SIFON,40,50,830000.0,16600.0,22950.819672131147,27333.333333333332,22950.819672131147,-27.67142857142857,verde
1664, http://departamento.metroscubicos.com/MLM-569415085-espectacular-pb-en-el-refugio-_JM,lvaro Obregn,SAN GABRIEL,no_age_info,320,26180000.0,81812.5,54642.857142857145,53553.6231884058,52694.69607754325,49.722222222222214,sobrevaluado
1679, http://departamento.metroscubicos.com/MLM-569474766-oportunidad-departamento-para-remodelar-en-polanco-_JM,Miguel Hidalgo,LOMAS DE CHAPULTEPEC III SECCION,48,232,11990000.0,51681.03448275862,94582.51793868231,112280.1662565172,53511.90476190476,-3.421426105634611,amarillo
1682, http://departamento.metroscubicos.com/MLM-569484209-departamento-en-venta-taine-_JM,Miguel Hidalgo,POLANCO IV SECCION,30,254,17391000.0,68468.50393700787,102333.71739130435,109386.17924528301,72680.55555555556,-5.795293646769225,amarillo
1725, http://departamento.metroscubicos.com/MLM-569552584-preventa-departamento-en-narvarte-_JM,Benito Jurez,ALAMOS,no_age_info,92,3562000.0,38717.391304347824,38356.25,38446.45714285714,29736.842105263157,0.9415448703870274,amarillo
2035, http://departamento.metroscubicos.com/MLM-569701947-departamentos-en-preventa-san-angel-_JM,Benito Jurez,CAMPESTRE,no_age_info,120,7000000.0,58333.333333333336,53035.930735930735,50553.38541666667,,9.988327769297959,amarillo
2088, http://departamento.metroscubicos.com/MLM-569734513-excelente-departamento-club-de-golf-bosques-_JM,Cuajimalpa de Morelos,GRANJAS NAVIDAD,15,410,46750000.0,114024.39024390244,32277.54415779416,32260.858585858587,122229.58642629904,-6.71293785923435,amarillo
2106, http://departamento.metroscubicos.com/MLM-569739168-excelente-departamento-bien-ubicado-2-recamaras-la-recamara-principal-con-tina-sala-de-tv-estudio-con-opcion-a-la-3ra-recamara-sala-con-chimenea-comedor-desayunador-cocina-integral-area-de-_JM,Benito Jurez,DEL VALLE CENTRO,20,175,5900000.0,33714.28571428572,43032.7868852459,43308.10810810811,37628.36552897608,-10.401939493428934,naranja
2119, http://departamento.metroscubicos.com/MLM-569739265-magnifico-departamento-de-2-niveles-en-la-mejor-zona-del-pedregal-4-recamaras-4-banos-sala-comedor-cocina-integral-despensa-desayunador-estudio-chimenea-pisos-de-marmol-area-de-lavado-en-_JM,Tlalpan,LOS FRAMBOYANOS,20,346,7950000.0,22976.878612716762,33551.44742762862,27547.169811320753,31417.11229946524,-26.86508424548026,verde
2120, http://departamento.metroscubicos.com/MLM-569739285-magnifico-departamento-excelente-vista-de-areas-de-bosque-2-recamaras-1-vestidos-2-banos-sala-comedor-cocina-integral-barra-desayudandora-cuarto-de-lavado-integrado-con-bano-vigilancia-24-hrs-_JM,La Magdalena Contreras,Z.Feder. ZONA RUSTICA,10,101,3350000.0,33168.316831683165,29917.491749174915,26666.666666666668,33168.316831683165,0.0,amarillo
2176, http://departamento.metroscubicos.com/MLM-569858295-durango-fusion-de-elementos-diseno-moderno-y-practicidad-_JM,Cuauhtmoc,SAN SIMON TOLNAHUAC,no_age_info,130,7464150.0,57416.53846153846,37549.732645403375,87531.53153153154,,52.907982072056285,sobrevaluado
2220, http://departamento.metroscubicos.com/MLM-569971765-departamento-en-venta-ubicacion-a-media-cuadra-del-periferico-y-viaducto-al-sur-cerca-de-entrada-al-segundo-piso-del-periferico-hacia-el-norte-entre-avenida-constituyentes-y-avenida-observatorio-_JM,Miguel Hidalgo,AMERICA,25,75,2047500.0,27300.0,49702.380952380954,,49702.380952380954,-45.073053892215576,verde
2235, http://departamento.metroscubicos.com/MLM-569994735-departamento-en-venta-en-paseo-de-los-tamarindos-_JM,Miguel Hidalgo,SAN GABRIEL,20,325,14000000.0,43076.92307692308,44620.25316455696,46853.146853146856,42075.0,2.3812788518670898,amarillo
2256, http://departamento.metroscubicos.com/MLM-570025410-ph-excelentes-espacios-buena-ubicacion-cerca-tlalpan-y-eje-5-_JM,Benito Jurez,SAN SIMON TICUMAC,22,280,5890000.0,21035.714285714286,21035.714285714286,,21035.714285714286,0.0,amarillo
2466, http://departamento.metroscubicos.com/MLM-570151718-reforma-santa-fe-excelente-departamento-en-venta-_JM,lvaro Obregn,SANTA FE LA LOMA,8,285,14000000.0,49122.80701754386,58333.333333333336,61427.8350515464,45994.61676493207,6.801209516755525,amarillo
2658, http://departamento.metroscubicos.com/MLM-570286032-venta-departamento-polanco-_JM,Miguel Hidalgo,POLANCO I SECCION,20,267,13090000.0,49026.21722846442,61111.11111111111,87500.0,50735.44433094995,-3.3689014160123474,amarillo
2685, http://departamento.metroscubicos.com/MLM-570286450-elegante-y-distinguido-departamento-en-polanco-_JM,Miguel Hidalgo,POLANCO IV SECCION,20,240,11900000.0,49583.333333333336,102333.71739130435,109386.17924528301,72680.55555555556,-31.779094209822283,verde
2705, http://departamento.metroscubicos.com/MLM-570303471-increible-departamento-en-campos-eliseos-_JM,Miguel Hidalgo,POLANCO IV SECCION,20,350,44880000.0,128228.57142857143,102413.79310344828,102567.37712044452,103888.88888888889,23.428571428571434,sobrevaluado
3316, http://departamento.metroscubicos.com/MLM-570472942-departamento-lomas-de-bezares-_JM,Miguel Hidalgo,SAN GABRIEL,no_age_info,236,9900000.0,41949.15254237288,50918.19017094017,64732.142857142855,40889.83050847457,-17.61460412959859,naranja
3318, http://departamento.metroscubicos.com/MLM-570472955-departamento-bosques-de-las-lomas-_JM,Miguel Hidalgo,SAN GABRIEL,no_age_info,550,16000000.0,29090.909090909092,44620.25316455696,46853.146853146856,42075.0,-34.8033526756931,verde
4747, http://departamento.metroscubicos.com/MLM-570503808-departo-en-venta-del-valle-luz-savinon-522-_JM,Benito Jurez,PIEDAD NARVARTE,20,90,3495000.0,38833.333333333336,40084.08163265306,44534.55284552845,30973.451327433628,25.376190476190487,sobrevaluado
4751, http://departamento.metroscubicos.com/MLM-570503822-departamento-venta-jardines-de-la-montana-pico-de-verapaz-_JM,Tlalpan,PARQUE NAL DEL PEDREGAL ( BOSQUE DEL PEDREGAL ),20,130,6495000.0,49961.53846153846,49961.53846153846,52500.0,48298.78048780488,3.44265001505249,amarillo
5968, http://departamento.metroscubicos.com/MLM-570686741-amplio-y-funcional-en-la-condesa-_JM,Miguel Hidalgo,HIPODROMO,30,120,4350000.0,36250.0,63095.23809523809,66713.56060606061,36318.181818181816,-0.18773466833541383,amarillo
